train_vector_count;layers;batch_size;decay_rate;momentum;learning_decay_rate;clip_value;ACCURACY;total_time_milliseconds;epochs;time
1000;[784, 128, 16, 10];32;0.01;0.0;500.0;1.0;0.3956;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.0;1000.0;5.0;0.3957;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.0;1000.0;5.0;0.3955;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.0;1000.0;5.0;0.395;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.0;1000.0;5.0;0.3954;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.0;1000.0;5.0;0.3971;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.0;1000.0;1.0;0.3949;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.0;1000.0;1.0;0.3948;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.0;1000.0;1.0;0.3946;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.0;1000.0;1.0;0.3961;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.0;1000.0;1.0;0.3955;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;500.0;5.0;0.3953;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;500.0;5.0;0.3962;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;500.0;5.0;0.3957;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;500.0;5.0;0.3956;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;500.0;5.0;0.3951;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;500.0;1.0;0.3958;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;500.0;1.0;0.3956;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;500.0;1.0;0.3953;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;500.0;1.0;0.3957;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;500.0;1.0;0.3949;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;1000.0;5.0;0.3955;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;1000.0;5.0;0.3953;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;1000.0;5.0;0.3941;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;1000.0;5.0;0.3949;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;1000.0;5.0;0.3982;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;1000.0;1.0;0.3974;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;1000.0;1.0;0.3963;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;1000.0;1.0;0.3967;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;1000.0;1.0;0.3988;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.0;1000.0;1.0;0.3965;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;500.0;5.0;0.3844;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;500.0;5.0;0.3697;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;500.0;5.0;0.3504;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;500.0;5.0;0.3632;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;500.0;5.0;0.3659;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;500.0;1.0;0.3658;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;500.0;1.0;0.3655;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;500.0;1.0;0.3673;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;500.0;1.0;0.3667;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;500.0;1.0;0.366;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;1000.0;5.0;0.3523;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;1000.0;5.0;0.3483;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;1000.0;5.0;0.3465;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;1000.0;5.0;0.3442;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;1000.0;5.0;0.3414;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;1000.0;1.0;0.3489;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;1000.0;1.0;0.3441;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;1000.0;1.0;0.3425;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;1000.0;1.0;0.3314;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.8;1000.0;1.0;0.3284;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;500.0;5.0;0.3431;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;500.0;5.0;0.344;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;500.0;5.0;0.3442;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;500.0;5.0;0.3451;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;500.0;5.0;0.343;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;500.0;1.0;0.3427;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;500.0;1.0;0.3437;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;500.0;1.0;0.3455;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;500.0;1.0;0.3446;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;500.0;1.0;0.3426;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;1000.0;5.0;0.3422;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;1000.0;5.0;0.3429;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;1000.0;5.0;0.3397;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;1000.0;5.0;0.3405;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;1000.0;5.0;0.3435;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;1000.0;1.0;0.3444;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;1000.0;1.0;0.3437;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;1000.0;1.0;0.3352;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;1000.0;1.0;0.341;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.8;1000.0;1.0;0.3546;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;500.0;5.0;0.3346;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;500.0;5.0;0.3347;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;500.0;5.0;0.3346;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;500.0;5.0;0.3426;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;500.0;5.0;0.3205;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;500.0;1.0;0.3224;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;500.0;1.0;0.3225;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;500.0;1.0;0.3211;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;500.0;1.0;0.3222;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;500.0;1.0;0.3216;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;1000.0;5.0;0.3239;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;1000.0;5.0;0.295;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;1000.0;5.0;0.3265;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;1000.0;5.0;0.3178;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;1000.0;5.0;0.3207;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;1000.0;1.0;0.2404;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;1000.0;1.0;0.2335;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;1000.0;1.0;0.2483;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;1000.0;1.0;0.2386;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.01;0.9;1000.0;1.0;0.2338;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;500.0;5.0;0.2385;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;500.0;5.0;0.2406;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;500.0;5.0;0.2401;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;500.0;5.0;0.2408;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;500.0;5.0;0.2393;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;500.0;1.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;500.0;1.0;0.2392;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;500.0;1.0;0.2385;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;500.0;1.0;0.2397;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;500.0;1.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;1000.0;5.0;0.2409;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;1000.0;5.0;0.2382;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;1000.0;5.0;0.2403;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;1000.0;5.0;0.2233;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;1000.0;5.0;0.235;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;1000.0;1.0;0.2519;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;1000.0;1.0;0.2409;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;1000.0;1.0;0.228;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;1000.0;1.0;0.2491;NULL;NULL;NULL
1000;[784, 128, 16, 10];32;0.0;0.9;1000.0;1.0;0.2256;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;5.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;5.0;0.2402;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;5.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;5.0;0.239;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;5.0;0.2399;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;1.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;1.0;0.2399;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;1.0;0.2403;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;1.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;1.0;0.2401;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;5.0;0.2394;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;5.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;5.0;0.2394;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;5.0;0.24;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;5.0;0.2399;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;1.0;0.2401;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;1.0;0.2393;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;1.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;1.0;0.2397;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;1.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;5.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;5.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;5.0;0.24;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;5.0;0.2393;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;5.0;0.2397;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;1.0;0.2399;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;1.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;1.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;1.0;0.2397;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;1.0;0.24;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;5.0;0.2399;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;5.0;0.2399;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;5.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;5.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;5.0;0.2392;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;1.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;1.0;0.24;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;1.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;1.0;0.24;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;1.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;5.0;0.2406;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;5.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;5.0;0.2397;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;5.0;0.24;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;5.0;0.2403;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;1.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;1.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;1.0;0.2394;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;1.0;0.2399;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;1.0;0.2401;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;1000.0;5.0;0.241;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;1000.0;5.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;1000.0;5.0;0.2411;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;1000.0;5.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;1000.0;5.0;0.2391;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;1000.0;1.0;0.2385;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;1000.0;1.0;0.239;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;1000.0;1.0;0.2387;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;1000.0;1.0;0.2405;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;1000.0;1.0;0.2394;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;500.0;5.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;500.0;5.0;0.2405;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;500.0;5.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;500.0;5.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;500.0;5.0;0.2411;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;500.0;1.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;500.0;1.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;500.0;1.0;0.2401;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;500.0;1.0;0.2392;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;500.0;1.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;1000.0;5.0;0.2394;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;1000.0;5.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;1000.0;5.0;0.2384;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;1000.0;5.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;1000.0;5.0;0.2393;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;1000.0;1.0;0.2407;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;1000.0;1.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;1000.0;1.0;0.2399;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;1000.0;1.0;0.239;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.8;1000.0;1.0;0.2403;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;500.0;5.0;0.2399;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;500.0;5.0;0.24;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;500.0;5.0;0.2404;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;500.0;5.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;500.0;5.0;0.2397;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;500.0;1.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;500.0;1.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;500.0;1.0;0.2409;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;500.0;1.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;500.0;1.0;0.2402;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;1000.0;5.0;0.2403;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;1000.0;5.0;0.2385;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;1000.0;5.0;0.238;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;1000.0;5.0;0.2393;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;1000.0;5.0;0.2387;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;1000.0;1.0;0.2402;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;1000.0;1.0;0.2411;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;1000.0;1.0;0.2411;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;1000.0;1.0;0.2404;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.9;1000.0;1.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;500.0;5.0;0.2417;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;500.0;5.0;0.24;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;500.0;5.0;0.2406;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;500.0;5.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;500.0;5.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;500.0;1.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;500.0;1.0;0.2397;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;500.0;1.0;0.2414;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;500.0;1.0;0.2408;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;500.0;1.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;1000.0;5.0;0.2408;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;1000.0;5.0;0.2388;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;1000.0;5.0;0.2392;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;1000.0;5.0;0.2386;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;1000.0;5.0;0.2401;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;1000.0;1.0;0.2419;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;1000.0;1.0;0.2399;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;1000.0;1.0;0.2389;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;1000.0;1.0;0.2412;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.9;1000.0;1.0;0.2389;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;5.0;0.2394;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;5.0;0.2409;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;5.0;0.239;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;5.0;0.2397;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;5.0;0.2402;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;1.0;0.2392;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;1.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;1.0;0.2404;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;1.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;500.0;1.0;0.2407;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;5.0;0.2405;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;5.0;0.2408;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;5.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;5.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;5.0;0.2393;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;1.0;0.2403;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;1.0;0.2394;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;1.0;0.2401;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;1.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.0;1000.0;1.0;0.2394;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;5.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;5.0;0.2399;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;5.0;0.2403;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;5.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;5.0;0.2391;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;1.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;1.0;0.2405;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;1.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;1.0;0.2394;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;500.0;1.0;0.2399;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;5.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;5.0;0.2406;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;5.0;0.2394;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;5.0;0.2402;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;5.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;1.0;0.2396;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;1.0;0.2391;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;1.0;0.2404;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;1.0;0.2398;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.0;0.0;1000.0;1.0;0.241;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;5.0;0.2395;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;5.0;0.2406;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;5.0;0.2387;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;5.0;0.2392;NULL;NULL;NULL
1000;[784, 128, 16, 10];64;0.01;0.8;500.0;5.0;0.2398;NULL;NULL;NULL
